source,target,exposure
MZ,5A,93.978
AU,5A,5910.373
VE,5A,3113.215
UG,CH,9.465
VC,5A,73.647
SE,5A,36.908
MY,5A,8044.594
AT,5A,13.443
5J,5A,553950.563
ZA,5A,16399.384
UZ,CH,167.228
VN,5A,496.489
SK,5A,3.655
AZ,5A,9.306
VG,5A,41.0
SI,5A,0.556
2W,5A,0.003
1C,5A,12661.343
UY,CH,716.786
YE,5A,370.233
VC,CH,118.325
SM,5A,0.002
NG,5A,2423.256
BB,5A,220.851
2Z,5A,60062.749
WS,5A,3653.28
VA,CH,0.011
SL,5A,0.534
TH,CH,468.107
TT,5A,137.856
PY,5A,113.616
MM,5A,1045.859
2N,5A,11772.664
TR,5A,1871.661
ML,5A,0.938
5R,5A,374132.316
TG,CH,8.303
TD,CH,0.001
TM,CH,50.138
TZ,5A,1431.438
RO,5A,12.53
MO,5A,12771.922
ZW,5A,329.324
TJ,CH,0.752
TW,5A,5.282
QA,5A,1319.961
MN,5A,3.491
AE,5A,8707.565
ZM,5A,6569.695
TR,CH,2195.983
BW,5A,8.525
UG,5A,115.0
RU,5A,35.19
MT,5A,2219.716
AL,5A,0.004
2O,5A,140.376
UA,5A,138.055
RS,5A,31.3
MR,5A,7.0
TN,CH,12.303
TW,CH,298.488
UY,5A,172.277
SA,5A,1870.872
2R,5A,0.003
TT,CH,7.407
US,5A,1104686.139
RW,5A,9.36
MU,5A,4584.098
TJ,5A,1014.952
ST,CH,2.607
PG,5A,0.006
BO,5A,1189.234
TH,5A,21569.847
SR,CH,1.772
TC,5A,3.333
PF,5A,4.0
BN,5A,1043.273
TG,5A,677.84
SV,CH,15.451
TH,5A,136.362
PK,5A,2212.393
BR,5A,5359.267
TD,5A,468.9
PH,5A,2147.06
TN,5A,2.416
PT,5A,616.267
BY,5A,1425.99
TT,5A,1624.212
SY,CH,0.35
TM,5A,0.013
TR,5A,64329.906
SX,CH,1.104
TJ,5A,0.002
PL,5A,1853.352
BS,5A,2646.88
TT,5A,3.549
PY,5A,9.0
4L,5A,3021614.854
5J,5A,2428882.637
TN,5A,2696.517
TC,CH,99.127
TR,5A,393.838
BZ,5A,42.208
TM,5A,242.922
SZ,CH,0.224
US,5A,4166619.327
SE,CH,777.99
SR,5A,0.171
NL,5A,43436.891
BE,5A,262.76
UG,5A,4488.521
SN,5A,0.731
BD,5A,9547.1
UA,5A,3500.018
SI,CH,81.661
ZM,5A,245.592
NP,5A,0.162
BG,5A,0.13
TZ,5A,4615.064
5J,KR,1692.949
SB,5A,0.018
SG,CH,4526.932
ZA,5A,275.756
NO,5A,33127.135
BF,5A,21.564
5J,KR,113.082
TW,5A,31148.915
VC,5A,281.713
SL,CH,0.511
SX,5A,48.127
OM,5A,69.056
VA,5A,1.323
SK,CH,58.89
ZW,5A,0.666
SV,5A,5.286
NZ,5A,4641.016
BH,5A,208.938
UZ,5A,5525.315
SN,CH,32.429
SZ,5A,0.002
PE,5A,1921.285
BM,5A,2615.956
UY,5A,5931.866
SM,CH,16.915
SY,5A,23.583
PA,5A,5897.081
BJ,5A,0.323
3C,5A,34390.776
SI,5A,6889.211
UY,5A,686.912
SA,5A,11092.453
MV,5A,2.689
SG,5A,170243.288
US,5A,1610070.441
RW,5A,6.522
MU,5A,60.523
KE,5A,172.697
BW,CH,6.02
SE,5A,93255.545
VA,5A,0.077
SD,5A,1.0
MX,5A,1449.874
SD,5A,1490.978
UZ,5A,117.634
SC,5A,2.0
MW,5A,1.038
KH,5A,5351.795
SN,5A,8447.762
VE,5A,466.993
SG,5A,11732.064
MZ,5A,17.494
KR,5A,51082.382
SM,5A,251.255
VC,5A,45.638
SE,5A,1959.985
MY,5A,65.546
SL,5A,56.437
VN,5A,1804.644
SK,5A,3.315
NC,5A,0.074
KY,5A,99605.142
SK,5A,16525.549
VG,5A,6278.168
SI,5A,120.739
KW,5A,1692.838
1W,5A,0.003
TN,5A,0.012
PT,5A,751.404
MK,5A,1.041
IR,5A,6.418
SV,5A,1252.619
5J,5A,492297.376
PS,5A,0.001
MH,5A,190.604
IQ,5A,160.805
TT,5A,190.734
PY,5A,54.754
MM,5A,0.16
IT,5A,13874.088
4L,5A,340236.1
ST,5A,38.004
TR,5A,498.641
ML,5A,1.514
SR,5A,618.763
TZ,5A,29.0
RO,5A,30.739
MO,5A,14.222
JM,5A,97.0
TC,5A,541.405
TW,5A,8106.799
QA,5A,6232.61
MN,5A,0.053
JE,5A,9227.871
5J,KR,63421.272
SZ,5A,396.684
UG,5A,86.306
RU,5A,48.437
MT,5A,195.787
JP,5A,448399.473
SY,5A,190.998
5J,KR,65227.353
UA,5A,40.516
RS,5A,-27.691
MR,5A,0.002
JO,5A,297.959
SX,5A,223.237
PH,5A,20982.75
SZ,5A,221.735
PE,5A,510.4
LV,5A,0.053
ZW,CH,37.949
PG,5A,1511.127
PA,5A,318.743
LU,5A,43282.992
ZM,CH,63.139
PF,5A,1263.821
MA,5A,440.769
PE,5A,26166.776
PF,5A,0.043
LY,5A,20.0
TJ,5A,9.4
PL,5A,43.709
MG,5A,4.0
2H,5A,2.002
PT,5A,37653.654
TH,5A,13.438
PK,5A,33.488
PS,5A,19.619
TG,5A,0.611
PH,5A,19.219
MD,5A,5.0
TN,5A,-16.0
PT,5A,149.051
5M,5A,2404.575
PL,5A,53172.534
TM,5A,100.921
PS,5A,7.935
MH,5A,12.0
5K,5A,33896.216
PK,5A,29985.681
WS,5A,110.164
NG,5A,186.804
LA,5A,348.12
2B,5A,430.569
RO,5A,14762.036
NE,5A,0.017
KZ,5A,599.318
4T,5A,391565.441
VE,CH,335.281
QA,5A,57858.216
VU,CH,2.712
SR,5A,61.0
NL,5A,142.241
LC,5A,23.0
4W,5A,87519.669
PY,5A,1214.647
VN,CH,169.209
YE,5A,14.553
SN,5A,42.8
NI,5A,10.005
LB,5A,16.157
4U,5A,22887.221
PU,5A,2.0
SC,5A,2197.127
ZM,5A,63.768
LK,5A,164.816
5C,5A,22889.667
YE,CH,0.243
SA,5A,71484.707
ZA,5A,765.132
NO,5A,1.256
LI,5A,3858.158
4Y,5A,269037.991
WS,CH,42.278
RW,5A,853.707
ZA,CH,241.459
SX,5A,21.0
OM,5A,158.82
LT,5A,101.968
RU,5A,26351.793
SV,5A,13.379
NZ,5A,11.649
LR,5A,13.0
RS,5A,8613.012
MY,5A,28551.542
RU,5A,122.696
JP,5A,77.348
2O,5A,140.376
MX,5A,90906.08
RS,5A,9.1
JO,5A,288.396
FR,5A,200292.446
MW,5A,258.843
SA,5A,17526.698
KG,5A,0.053
MV,5A,2306.969
MU,5A,0.115
KE,5A,159.457
GB,5A,1063376.205
NE,5A,387.828
MX,5A,7260.004
KN,5A,0.037
GG,5A,2992.288
NC,5A,3310.618
SC,5A,242.616
KH,5A,48.371
GE,5A,6.0
MS,5A,198.787
SG,5A,47578.695
MZ,5A,51.137
KR,5A,80.147
GI,5A,0.016
MZ,5A,3258.132
SE,5A,4408.537
MY,5A,348.356
GH,5A,178.265
5J,5A,4524793.585
PL,5A,268.812
MG,5A,6.0
IN,5A,169.616
EG,5A,454.844
2H,5A,2.002
NO,5A,45321.881
ZM,5A,7.329
PK,5A,70.185
ME,5A,15.541
IM,5A,253.785
EE,5A,2.532
NL,5A,369350.687
ZW,5A,0.544
PT,5A,220.394
IR,5A,0.127
SO,CH,0.002
NI,5A,633.513
MH,5A,1.054
IQ,5A,2.528
ES,5A,25680.089
NG,5A,15298.859
PY,5A,228.44
IT,5A,402.585
FJ,5A,11.025
PA,5A,50886.574
IS,5A,0.517
FI,5A,6415.429
OM,5A,14963.239
RO,5A,90.617
JM,5A,1.526
NZ,5A,24798.13
QA,5A,4274.702
MN,5A,30.196
JE,5A,182.036
TL,CH,0.19
NP,5A,487.133
VE,5A,0.107
LY,5A,472.653
SX,5A,1.461
OM,5A,1897.747
LT,5A,0.985
HR,5A,0.281
LV,5A,2541.425
SV,5A,115.755
NZ,5A,45.804
LR,5A,71.265
VN,5A,689.908
KI,5A,0.576
LU,5A,654430.744
SZ,5A,7.714
PE,5A,959.075
LV,5A,8.518
HU,5A,2486.966
TO,5A,76.685
LT,5A,4170.419
PA,5A,278.567
LU,5A,3134.732
3C,5A,12120.56
WS,5A,63.871
MG,5A,842.495
PG,5A,-0.402
MA,5A,4.638
IE,5A,55833.818
ME,5A,1290.264
TC,5A,62.003
LY,5A,5.734
ID,5A,12817.718
TJ,5A,0.1
PL,5A,724.864
MG,5A,1.172
IN,5A,12210.428
KM,CH,4.804
MD,5A,173.522
TH,5A,1046.48
PK,5A,379.644
ME,5A,1.347
IM,5A,448.0
ZA,5A,2.995
MA,5A,7481.35
TG,5A,38.472
PH,5A,1262.925
MD,5A,0.031
IL,5A,1720.257
SK,5A,3.254
KY,5A,473.27
GM,5A,5.0
MM,5A,1005.016
SI,5A,8.873
KW,5A,320.439
1C,5A,3872.704
5J,DE,6096944.0
ML,5A,676.412
SM,5A,0.007
NG,5A,532.12
2Z,5A,47661.644
MK,5A,1007.678
US,5A,686.425
KZ,5A,61.734
GN,5A,10.0
MH,5A,27743.314
MU,5A,18728.415
UY,5A,0.006
SR,5A,3.015
NL,5A,2601.268
GT,5A,30.0
MT,5A,9297.246
SN,5A,3.5
NI,5A,26.245
LB,5A,575.274
GR,5A,-97.256
MR,5A,425.778
NP,5A,0.047
LK,5A,3.127
HK,5A,126154.808
MO,5A,4709.5
NO,5A,2335.693
LI,5A,0.001
PW,5A,1.039
MN,5A,3950.803
KH,5A,11118.896
MO,5A,106.669
JM,5A,69.802
FO,5A,0.01
CD,5A,3.0
WF,5A,24.271
KG,5A,1789.486
MN,5A,10.256
JE,5A,145.581
CA,5A,316581.068
TV,5A,0.139
KE,5A,10516.275
MT,5A,782.885
JP,5A,1488.675
GA,5A,0.001
CG,5A,0.029
TL,5A,62.19
JP,5A,499182.414
5J,PH,59267.893
JO,5A,547.301
FR,5A,1583.144
MS,5A,0.001
KW,5A,14170.292
MV,5A,2.0
GD,5A,0.002
KR,5A,78106.473
MU,5A,8451.01
KE,5A,399.3
GB,5A,2492.187
CH,5A,146452.92
SB,5A,101.636
KP,5A,10.17
MX,5A,14150.162
KN,5A,14.662
GG,5A,452.973
KN,5A,329.018
KH,5A,20.0
GE,5A,22.971
CL,5A,4678.505
IL,5A,1984.669
EC,5A,48.476
BQ,5A,0.009
LB,5A,2934.873
MA,5A,8.364
IE,5A,1835.239
DZ,5A,2.917
LA,5A,13792.333
ID,5A,5128.402
DO,5A,56.238
BN,5A,29.834
IN,5A,177.697
EG,5A,381.85
BS,5A,24927.794
KZ,5A,6450.887
IM,5A,0.553
EE,5A,0.613
BR,5A,89898.28
KY,5A,1825323.71
ET,5A,1.007
LR,5A,20363.39
MH,5A,3904.942
IQ,5A,274.576
ES,5A,121.177
LK,5A,9907.883
MM,5A,22.67
IT,5A,713.385
FJ,5A,0.001
LI,5A,1916.047
5J,5A,208289.304
FI,5A,74.835
LC,5A,377.913
HT,5A,119.001
NP,5A,9.811
LK,5A,253.614
HK,5A,485.965
HR,5A,6228.178
NO,5A,1414.588
CZ,5A,1189.872
HN,5A,1743.429
OM,5A,378.064
HR,5A,0.329
DJ,5A,70.648
HK,5A,372067.117
NZ,5A,2483.059
LR,5A,1.539
HN,5A,12.168
DE,5A,129766.666
IL,5A,19947.749
PE,5A,2616.515
LV,5A,59.747
HU,5A,21.934
IE,5A,504283.821
5J,PH,18132.19
5J,PH,77400.083
PA,5A,6196.519
LU,5A,496.327
HT,5A,2.038
DK,5A,5854.318
PH,5A,1715.774
IL,5A,706.996
EC,5A,6.0
ID,5A,77052.776
PG,5A,38.135
MA,5A,27.785
IE,5A,188.048
DZ,5A,18.184
HU,5A,22683.672
LY,5A,1.037
ID,5A,148.881
DO,5A,25.0
MZ,5A,38.212
KR,5A,1721.504
GI,5A,4.898
CO,5A,641.478
LS,5A,442.518
IR,5A,411.042
MY,5A,531.862
GH,5A,34.431
CN,5A,124296.954
5J,5A,195899.262
KM,5A,100.659
IQ,5A,2426.246
NC,5A,7.468
KY,5A,362.302
FK,5A,96.439
IN,5A,93358.065
KW,5A,318.841
GL,5A,0.055
CR,5A,258.0
AG,5A,40.592
IM,5A,10992.765
TF,5A,0.282
JO,5A,6483.393
NG,5A,947.286
LA,5A,16.82
GQ,5A,3.632
CV,5A,0.141
2B,5A,20.447
SS,5A,260.253
JM,5A,2046.322
KZ,5A,11.48
GN,5A,0.041
SO,5A,78.821
PW,5A,1.0
JE,5A,158765.775
NL,5A,22377.58
LC,5A,248.166
GT,5A,33.46
SH,5A,2.0
IT,5A,429691.578
NI,5A,42.0
LB,5A,87.503
GR,5A,85.312
CW,5A,4847.606
NR,5A,42.107
IS,5A,2220.74
5J,KR,21877.939
NL,5A,6369.951
GT,5A,921.645
BE,5A,2000.017
4W,5A,45771.42
5J,KR,219488.547
PE,5A,12.548
5J,BE,336970.734
5J,BE,1242978.041
NI,5A,0.384
GR,5A,4748.366
BD,5A,1.0
4U,5A,27716.785
PF,5A,0.183
NP,5A,61.35
HK,5A,93115.759
5C,5A,23298.033
PG,5A,8.874
NO,5A,118.427
GW,5A,30.366
BF,5A,-1.0
4Y,5A,127802.691
PH,5A,415.778
TO,5A,0.256
OM,5A,230.16
HR,5A,337.088
BI,5A,1.0
PK,5A,58.011
NZ,5A,516.843
HN,5A,1032.232
BH,5A,80.195
PL,5A,30.956
PE,5A,3502.89
HU,5A,5286.266
BM,5A,813.791
NR,5A,2.813
TR,5A,-2.0
PA,5A,1092.237
HT,5A,91.08
PT,5A,1.754
MX,5A,589.668
GG,5A,3592.639
AR,5A,106.747
NG,5A,30.665
MW,5A,39.162
GE,5A,-38.153
AO,5A,1.0
MZ,5A,825.074
GI,5A,43.527
AU,5A,7303.626
NL,5A,465.385
MY,5A,2350.284
GH,5A,3831.618
AT,5A,625.114
NO,5A,2.736
GM,5A,17.36
AZ,5A,0.252
NP,5A,3.895
GL,5A,12.226
NZ,5A,95.822
NG,5A,5510.176
GQ,5A,3.705
BB,5A,30.312
OM,5A,28.264
NE,5A,0.005
GN,5A,1363.815
4T,5A,209872.601
PA,5A,120.953
RO,5A,10.593
JM,5A,1210.701
CD,5A,-1.0
MV,5A,38.102
QA,5A,3586.053
JE,5A,14852.147
CA,5A,7065.515
AE,5A,14939.299
PY,5A,9.625
IT,5A,3690.795
RU,5A,3035.511
JP,5A,26673.36
CG,5A,-1.0
MX,5A,16.513
RS,5A,2749.505
JO,5A,2322.573
SE,5A,-1.0
MY,5A,410.811
SA,5A,5774.104
KG,5A,1686.509
CI,5A,253.348
SG,5A,21.109
MZ,5A,2.438
RW,5A,0.64
KE,5A,6387.593
CH,5A,3243.759
SD,5A,1386.344
KN,5A,78.832
AR,5A,392.313
SC,5A,68.43
KH,5A,6518.141
CL,5A,1603.575
PT,5A,1.0
PG,5A,585.716
IE,5A,63485.953
BO,5A,2.173
MH,5A,99.167
ID,5A,32808.724
MM,5A,17.185
PK,5A,21371.532
IM,5A,2119.106
BR,5A,1709.42
MN,5A,34.808
PH,5A,4878.159
IL,5A,5839.162
MO,5A,18.706
IQ,5A,532.563
5K,5A,39990.176
MR,5A,3.388
PL,5A,188.876
IN,5A,30453.083
BS,5A,4.019
MT,5A,10.356
IS,5A,558.131
BZ,5A,2.21
5R,5A,159293.259
MU,5A,250.147
PT,5A,2.03
IR,5A,30.096
BY,5A,1.0
5M,5A,-7103.881
LA,5A,9231.962
CV,5A,0.007
2Z,5A,37195.996
KZ,5A,3725.843
CU,5A,343.03
4T,5A,90001.317
CY,5A,2135.772
4W,5A,6928.477
TH,5A,714.373
LB,5A,1.835
CW,5A,1583.229
4U,5A,7510.173
5J,US,62597.0
5J,US,62597.0
LK,5A,6653.793
5C,5A,46939.942
TM,5A,1.519
CZ,5A,228.414
4Y,5A,75298.386
LT,5A,1.151
DJ,5A,1223.972
TR,5A,46.457
TW,5A,277.899
LR,5A,1426.15
DE,5A,13813.371
KG,5A,1684.126
CI,5A,2329.385
2R,5A,0.017
KE,5A,5198.58
CH,5A,45012.51
KN,5A,1.846
CM,5A,2930.838
KH,5A,5457.272
CL,5A,23483.64
KR,5A,11875.864
CO,5A,12502.282
CN,5A,90974.986
KY,5A,29743.507
KW,5A,449.654
CR,5A,1397.715
2W,5A,575.014
MM,5A,611.437
FJ,5A,7.037
AD,5A,8.297
4L,5A,119303.066
ML,5A,140.137
FI,5A,4486.544
5R,5A,453604.727
SE,5A,3.217
PW,5A,1.039
LS,5A,1.0
MK,5A,523.815
ET,5A,6248.423
5M,5A,-2316.821
MO,5A,429.147
FO,5A,0.465
MN,5A,1814.244
FM,5A,65.249
AE,5A,1861.441
TL,5A,91.437
MT,5A,461.24
GA,5A,745.503
AL,5A,3.0
MR,5A,140.928
FR,5A,32399.423
AI,5A,0.288
MV,5A,929.063
GD,5A,0.002
MU,5A,595.559
GB,5A,114882.35
SN,5A,2.552
MS,5A,0.003
DM,5A,15.822
QA,5A,149.528
LU,5A,4919.191
DK,5A,5073.154
3C,5A,8581.705
MA,5A,347.406
DZ,5A,30.819
LY,5A,0.003
DO,5A,3044.405
RU,5A,5.922
ME,5A,760.68
EE,5A,62.819
US,5A,43.657
RW,5A,3.166
MD,5A,0.003
EC,5A,5080.936
UY,5A,1.0
SA,5A,52.595
MH,5A,4071.992
ES,5A,5082.909
5K,5A,237989.347
SC,5A,28.416
MG,5A,116.24
EG,5A,8117.24
VN,5A,5600.121
GM,5A,5.427
AZ,5A,122.253
HK,5A,3442.679
5J,FI,420213.936
VG,5A,20.919
AW,5A,323.546
2W,5A,-0.875
5J,FI,1574.362
BB,5A,1159.898
2Z,5A,2540.719
2B,5A,233.003
SX,5A,2.572
GN,5A,1097.299
BA,5A,5.643
SY,5A,0.002
LU,5A,0.084
KI,5A,0.576
GT,5A,73.712
BE,5A,6735.056
HU,5A,6.334
TO,5A,75.934
GR,5A,30.212
BD,5A,10593.538
ID,5A,1513.161
ZM,5A,29.0
HK,5A,60393.462
BG,5A,95.49
IE,5A,370.998
ZA,5A,5268.5
GW,5A,30.366
BF,5A,82.231
IL,5A,1.025
BW,5A,15.987
UG,5A,73.229
GA,5A,704.908
AL,5A,48.598
2O,5A,-0.013
SG,5A,988.236
GI,5A,0.386
UA,5A,37.75
FR,5A,1836.359
AI,5A,210.792
5J,5A,4591797.853
5J,5A,9525549.791
UY,5A,244.64
2R,5A,-0.002
SK,5A,0.456
KY,5A,1.0
US,5A,1932374.418
GB,5A,6147.747
AM,5A,73.692
5J,DK,3046.803
GY,5A,0.031
GG,5A,55.698
AR,5A,9651.323
UZ,5A,142.995
GE,5A,1.195
AO,5A,18149.84
GR,5A,21.531
VE,5A,3.0
AU,5A,16072.063
SB,5A,2.316
GH,5A,1196.65
AT,5A,3193.427
RO,5A,1.479
SH,5A,2.0
IQ,5A,140.513
FR,5A,104.947
NR,5A,42.107
IN,5A,8884.545
BS,5A,7831.733
2H,5A,200.005
IT,5A,103.304
4L,5A,215615.382
2N,5A,0.007
RU,5A,0.542
JP,5A,17.616
LS,5A,282.288
IS,5A,14.591
BZ,5A,765.234
GB,5A,844.608
KM,5A,99.659
IR,5A,29.962
BY,5A,1431.212
JM,5A,697.641
CD,5A,2158.514
SA,5A,3.594
TL,5A,62.187
SO,5A,0.003
JE,5A,745.756
CA,5A,55231.108
SC,5A,73.031
TF,5A,0.282
JP,5A,2838.859
CG,5A,2924.527
2O,5A,126.014
GG,5A,158.016
SS,5A,260.253
JO,5A,664.729
CF,5A,0.038
SE,5A,37.507
GH,5A,3.623
SO,5A,58.809
SB,5A,29.794
HR,5A,2.485
BI,5A,10.576
PG,5A,0.025
ZW,5A,7.0
HN,5A,150.933
BH,5A,5602.32
PH,5A,144.371
PL,5A,0.792
IN,5A,1.0
EG,5A,0.861
HU,5A,1002.167
BM,5A,30954.836
WF,5A,24.271
PK,5A,2.044
ES,5A,7.424
HT,5A,1.0
BJ,5A,3.96
3C,5A,264.281
TV,5A,0.139
PT,5A,3.987
IE,5A,6874.752
BO,5A,1658.624
ID,5A,16559.607
BN,5A,1109.495
PY,5A,1.0
IT,5A,-0.001
FJ,5A,0.094
AG,5A,0.001
IM,5A,79.027
BR,5A,66609.762
QA,5A,1.207
5J,5A,4923982.562
5J,5A,9769.376
IL,5A,69.544
BQ,5A,1.218
VE,5A,239.03
SG,5A,242878.14
CO,5A,144.376
VC,5A,1.126
SE,5A,65816.319
CN,5A,61261.357
5J,5A,362310.154
LU,5A,306.335
VN,5A,22.616
SK,5A,164.218
VG,5A,95.645
CR,5A,270.425
1C,5A,248.168
LY,5A,17.0
WS,5A,16.124
2B,5A,-0.003
MA,5A,2.076
CU,5A,266.027
4T,5A,1000534.085
PH,5A,1.0
CY,5A,223.858
4W,5A,245251.717
PK,5A,-1.0
YE,5A,1.57
CW,5A,14.093
4U,5A,226989.245
MG,5A,4.44
TZ,5A,53.783
RO,5A,167.773
CD,5A,1727.508
VN,5A,12.724
KY,5A,1272.107
TW,5A,84.213
QA,5A,30286.612
CA,5A,3989.471
VU,5A,2.916
BW,5A,0.017
UG,5A,6.702
RU,5A,1517.203
CG,5A,1471.942
WS,5A,97.488
LA,5A,17.597
UA,5A,30.919
LB,5A,6.847
5J,GG,4992.095
5J,GG,13.309
UY,5A,408.92
SA,5A,2066.455
CI,5A,2168.571
NL,5A,1.001
FK,5A,96.438
US,5A,5403.468
RW,5A,37.0
CH,5A,1938.964
AG,5A,34.528
ZA,5A,0.548
LI,5A,6.34
CM,5A,2891.963
LK,5A,27.238
UZ,5A,3.415
CL,5A,982.976
LR,5A,41.104
JP,5A,482.31
TH,5A,13739.881
EE,5A,1.438
US,5A,511.092
KE,5A,14.841
EC,5A,2546.162
TN,5A,0.252
ET,5A,5831.21
5M,5A,14791.247
UY,5A,16.117
ES,5A,54.078
5K,5A,472208.028
UZ,5A,34.673
KH,5A,35.118
EG,5A,3274.826
TT,5A,89.288
FJ,5A,3.13
AD,5A,6.284
2N,5A,-0.003
MX,5A,1.0
5J,BE,906007.307
NR,5A,13.789
TR,5A,1899.362
FI,5A,20.67
5R,5A,3493822.885
TZ,5A,109.981
AF,5A,0.003
VE,5A,3.76
KR,5A,146.069
TW,5A,21891.198
AE,5A,49288.665
VG,5A,165.069
KW,5A,13.245
ER,5A,242.674
ZM,5A,55.268
5C,5A,265569.684
TH,5A,703.533
IM,5A,8.24
TM,5A,0.368
IQ,5A,4.401
ZA,5A,70.786
CZ,5A,4.417
4Y,5A,493902.347
IN,5A,1708.843
5J,FI,206215.428
5J,FI,628003.726
SX,5A,110.504
DJ,5A,1222.0
BW,5A,683.241
5J,DK,54501.557
NR,5A,0.003
TR,5A,231.427
5J,DK,57559.151
ZW,5A,12.298
SV,5A,27.0
DE,5A,1703.386
IT,5A,5.815
SZ,5A,2.0
5J,KR,6.254
TW,5A,417.479
5J,KR,197604.354
DK,5A,366.506
TZ,5A,0.089
5J,GG,133400.457
5J,GG,138405.861
DZ,5A,4.902
GY,5A,382.197
UA,5A,0.15
JO,5A,64.139
TC,5A,40.118
DO,5A,46.945
PG,5A,6.753
MA,5A,166.665
LY,5A,293.0
PK,5A,11.623
PH,5A,1276.878
MH,5A,978.1
PL,5A,66.785
MG,5A,43.43
PT,5A,159.404
NL,5A,3636.649
YE,5A,289.838
LB,5A,129.993
ZM,5A,5129.536
LK,5A,266.408
ZA,5A,6465.395
NO,5A,1772.13
LI,5A,62.017
OM,5A,42.638
ZW,5A,175.184
NZ,5A,288.712
LR,5A,427.481
PE,5A,347.154
PA,5A,87.935
LU,5A,5014.864
SG,5A,3725.601
MZ,5A,23.852
SE,5A,1285.965
MY,5A,4137.132
SK,5A,23.002
5J,BS,1153.762
SI,5A,5.0
NG,5A,436.926
NL,5A,5662.205
5J,ZA,1405.0
SN,5A,17.0
NI,5A,231.143
5J,ZA,92.0
QA,5A,210.352
MN,5A,340.444
5J,BS,22575.758
5J,BS,23729.52
PY,5A,1.275
MM,5A,168.084
RS,5A,24.0
MR,5A,33.146
RO,5A,7.073
MO,5A,185.629
SA,5A,303.211
MV,5A,372.661
MU,5A,3063.327
BW,5A,559.801
RU,5A,1.228
MT,5A,103.297
GY,5A,5.392
MX,5A,2917.129
ER,5A,111.578
SC,5A,1.977
5J,5A,18164.73
5J,KY,8886.0
SZ,5A,293.562
LV,5A,6.993
HU,5A,61.955
SY,5A,80.251
LU,5A,10593.998
HT,5A,8.135
TD,5A,180.433
MA,5A,4.966
IE,5A,4041.267
TC,5A,193.615
ID,5A,15236.621
5J,5A,1929876.067
TH,5A,5399.658
IM,5A,162.236
TG,5A,150.929
IL,5A,17.154
TM,5A,101.075
MH,5A,40.51
IQ,5A,189.058
TJ,5A,673.892
IN,5A,19296.083
SM,5A,6.802
SL,5A,1.577
KZ,5A,14.821
SR,5A,286.649
GT,5A,1477.022
SN,5A,1467.269
LB,5A,3.086
GR,5A,632.075
LK,5A,3.151
HK,5A,34085.184
LI,5A,14.472
SX,5A,166.255
LT,5A,0.002
SV,5A,635.397
LR,5A,2906.67
HN,5A,426.465
MX,5A,1647.993
UZ,5A,3817.064
KH,5A,343.48
VE,5A,1129.967
KR,5A,1980.655
5J,BR,1938930.001
VC,5A,105.259
MY,5A,1682.728
5J,BR,54595.176
VN,5A,20453.688
KY,5A,17968.971
5J,KY,257899.0
VG,5A,10626.703
KW,5A,929.545
5J,FI,4755.966
5J,FI,4918.713
5J,KY,249013.0
WS,5A,1289.917
NG,5A,2.0
LA,5A,172.112
VU,5A,20.032
KZ,5A,2.39
5J,FI,162.747
NR,5A,0.004
TR,5A,13272.821
5J,BR,90.582
TN,5A,68.47
5J,BR,1884244.243
SO,5A,55.641
TW,5A,5138.914
MN,5A,1.003
JE,5A,5.654
TT,5A,566.811
MM,5A,1.0
IT,5A,86.277
UG,5A,2439.303
MT,5A,207.287
JP,5A,4844.003
UA,5A,1370.74
JO,5A,1711.151
SS,5A,101.08
TZ,5A,3039.482
MO,5A,181.168
JM,5A,83.794
UY,5A,4031.854
US,5A,2608093.013
MU,5A,540.647
KE,5A,201.161
OM,5A,8814.226
HR,5A,4.0
NZ,5A,1600.209
HN,5A,223.0
DE,5A,1206.565
PE,5A,15211.94
HU,5A,56.838
DM,5A,0.17
PA,5A,24311.746
DK,5A,69.966
PG,5A,660.305
IE,5A,6107.442
DZ,5A,33.0
PF,5A,1.043
ID,5A,3822.447
DO,5A,1686.114
PK,5A,22706.245
IM,5A,13.341
PH,5A,10324.484
IL,5A,401.306
EC,5A,1633.742
VN,5A,7137.857
NC,5A,37.466
VG,5A,359.995
CR,5A,2078.109
WS,5A,196.322
NG,5A,11068.687
VU,5A,5.915
NE,5A,0.177
NL,5A,53007.533
GT,5A,40.995
CY,5A,439.532
YE,5A,0.008
NI,5A,333.456
GR,5A,70.695
ZM,5A,4063.77
NP,5A,112.764
HK,5A,31492.845
ZA,5A,4626.82
NO,5A,11623.097
CZ,5A,18.462
SA,5A,33733.59
5J,BM,47.319
RW,5A,28.72
KE,5A,13.0
GB,5A,12485.553
GY,5A,3.564
SD,5A,1388.833
GG,5A,1613.477
ER,5A,111.578
SC,5A,545.183
KH,5A,145.001
GE,5A,1.0
SG,5A,74609.342
KR,5A,13578.02
GI,5A,11.651
SE,5A,8588.411
GH,5A,44.438
SK,5A,93.866
KY,5A,29377.631
GM,5A,5.0
SI,5A,222.113
KW,5A,93.202
PS,5A,15.368
ES,5A,3919.072
PL,5A,2143.971
IN,5A,6756.575
EG,5A,3712.425
PU,5A,1.0
IS,5A,6.039
FI,5A,0.374
PT,5A,1370.465
ET,5A,-1.0
QA,5A,17778.874
JE,5A,723.093
PY,5A,609.753
IT,5A,1284.989
FJ,5A,0.929
BW,5A,148.298
RU,5A,5528.44
JP,5A,23053.143
